S. No.,Part No.,Description,USD Price
12197,WL5113833,GASKET CAM PLATE    ,0.99
12198,WL5113G0X,STAY INJECTION PUMP ,3.96
12199,WL5113G20,PIPE FUEL INJECTION ,14.17
12200,WL5113G40,PIPE FUEL INJECTION ,14.17
12201,WL5113G90,PIPE FUEL LEAK      ,16.76
12202,WL5113H52,GASKET              ,0.38
12203,WL5113VC9A,STUD                ,0.91
12204,WL5115179A,OUTLET WATER PUMP   ,21.87
12205,WL5115211C,COWLING RADIATOR    ,20.74
12206,WL5115261B,HOSE BYPASS         ,2.17
12207,WL5118355C,STAY GUIDE          ,72.16
12208,WL5118360B,STRAP ALTERNATOR    ,39.95
12209,WL5118380,BELT V              ,24.72
12210,WL5118602,NUT FLANGE GLOW PLUG,0.39
12211,WL5118G00,PUMP VACUUM         ,115.77
12212,WL5120441,TUBE VACUUM         ,7.25
12213,WL5139020,BRACKET ENGINE MOUNT,4.71
12214,WL6124566,BOLT SOCKETHEAD     ,5.49
12215,WL7940080,BRACKET HANGER      ,7.42
12216,WL8113322,WASHER AIR CLENER   ,0.12
12217,WL8113329,SPACER              ,0.36
12218,WL8113411,HOSE FUEL MAIN      ,24.62
12219,WL8113421A,HOSE FUEL MAIN      ,22.54
12220,WL8113428,PROTECTOR           ,4.35
12221,WL8113431A,HOSE FUEL           ,23.85
12222,WL8113440A,BRACKET FUEL FILTER ,27.80
12223,WL8113442A,BRACKET FUEL FILTER ,1.52
12224,WL8113447,CLAMP HOSE          ,3.27
12225,WL8113480,FILTER BODYFUEL     ,158.39
12226,WL8113VV8,BRACKET             ,74.68
12227,WL8113Z66,RUBBER MOUNTING     ,0.99
12228,WL8113Z67,SPACER MOUNT AIR/CL ,0.94
12229,WL8113ZA5,FILTER CARTRIDGE    ,19.65
12230,WL8113ZA6,SENSOR FUELFILTER   ,51.08
12231,WL8115185,HOSE WATER          ,3.07
12232,WL8115240A,BRACKET R  RADIATOR ,4.88
12233,WL8115242,RUBBER MOUNT RADIATO,0.53
12234,WL8115250A,BRACKET L  RADIATOR ,3.37
12235,WL8115350A,TANK SUB RADIATOR   ,8.12
12236,WL8115355,CAP SUB TANK        ,10.52
12237,WL8115370,BRACKET SUBTANK     ,1.60
12238,WL8118611,CORD GLOW           ,5.72
12239,WL8120200A,BRACKET AIRCLEANER  ,7.58
12240,WL8120210A,BRACKET AIRCLEANER  ,11.15
12241,WL8120341,TUBE VACUUM         ,2.72
12242,WL812045YA,PIPE VACUUM         ,22.16
12243,WL8213945,CONNECTOR TUBE      ,0.82
12244,WL8218740A,VALVE SOLENOID      ,59.98
12245,WL8218945,BRACKET CONTROL UNIT,5.40
12246,WL8413200,DUCT FRESH AIR      ,10.34
12247,WL8413203,RUBBER SEAL         ,0.82
12248,WL841320X,DUCT FRESH AIR      ,10.57
12249,WL8413220,HOSE AIR            ,14.57
12250,WL8413245A,JOINT RUBBER        ,152.99
12251,WL8413363,RUBBER MOUNTING     ,1.39
12252,WL8413380,INSULATOR HEAT      ,13.66
12253,WL8413390,INSULATOR EX.MANIFOL,21.03
12254,WL8413510,PIPE JOINT EXHAUST  ,65.65
12255,WL8413521,BRACKET TURBO       ,4.61
12256,WL8413707,BOLT                ,3.22
12257,WL8413945,CONNECTOR TUBE      ,0.60
12258,WL8413G45,CLIP INJECTION PIPE ,1.25
12259,WL8415186D,HOSE WATER          ,5.03
12260,WL84151H0,CASE THERMOSTAT     ,15.90
12261,WL8420410A,PIPE VACUUM         ,25.73
12262,WL8420430,BRACKET VACUUM PIPE ,4.99
12263,WL851312XA,BRACKET             ,8.59
12264,WL8513223,HOSE AIR INTAKE I CO,9.35
12265,WL8513224,HOSE AIR            ,10.43
12266,WL8513246A,JOINT RUBBER        ,23.02
12267,WL8513550,COOLER INTER        ,142.17
12268,WL851356X,BRACKET INTER COOLER,21.27
12269,WL8513700,TURBOCHARGER        ,649.71
12270,WL85189R1,UNIT CONTROL        ,104.64
12271,WL9113VH9,GASKET              ,2.99
12272,WL9118300,ALTERNATOR          ,258.88
12273,WL9118400,STARTER             ,324.03
12274,WL9118W50,COVER REAR ALTERNATO,161.54
12275,WL9118X10,SWITCH              ,25.15
12276,WL9313230C,PIPE AIR INTAKE     ,46.43
12277,WL9313TR4,BRACKET             ,33.45
12278,WL9313VF3,VALVE OVER FLOW     ,457.74
12279,WL9313VH5,EYE                 ,69.83
12280,WL9318701C,CONTROL UNIT        ,142.24
12281,WL9320310A,PIPE E.G.R.         ,116.61
12282,WL9320313A,CLIP E.G.R.PIPE     ,31.23
12283,WL9320314,CLIP                ,16.22
12284,WL9320343,TUBE VACUUM         ,7.71
12285,WL9420300,VALVE E.G.R         ,231.90
12286,WL9913320,CLEANER AIR         ,114.75
12287,WL9913Z01,COVER AIR CLEANER   ,32.42
12288,WL9913Z40,ELEMENT AIRCLEANER  ,21.30
12289,WLA216410D,COVER CLUTCH        ,124.78
12290,WLA216460F,DISC CLUTCH         ,178.24
12291,WLE71364X,BRACKET INTER COOLER,3.74
12292,WLF113736,CLAMP HOSE          ,14.15
12293,WLVH15202,RUBBER MOUNT        ,2.04
12294,WLVH15203,COCK DRAIN RADIATOR ,1.84
12295,WLVH15205,CAP RADIATOR        ,6.86
12296,Y00127145,CLIP                ,5.83
12297,Y70118650,RELAY GLOW PLUG     ,124.05
12298,Y70520190,DASH POT            ,151.06
12299,ET23V7290,REVERSE SENSOR  4 SE,293.87
12300,UP20V1370,DOOR SCUFF PLATES   ,68.38
12301,UP20V3690,5 TH DOOR CONVEX MIR,95.50
12302,UP20V4530,DOOR WEATHER SHIELDS,87.57
12303,UP20V4840,REAR LADDER         ,250.75
12304,UP20V7600,REMOTE KEYLESS ENTRY,330.94
12305,C00150897,SPACER              ,1.26
12306,FB0163959,TERMINAL BACK WIND. ,21.33
12307,GE4T51923,VALVE EXTRACT CHAMBE,7.13
12308,LC6250E11,SLIDE A  BUMPER     ,2.67
12309,UH71509H1,PROTECTOR R ROOF ML ,1.54
12310,UH71509L1,PROTECTOR L ROOF ML ,1.54
12311,UJ1154270,REINF. L  WHL APRON ,29.00
12312,UP2150260A,REINF BUMPER REAR   ,205.25
12313,UP2150270A,STAY R  RR.BUMPER   ,48.17
12314,UP2150280,STAY L  RR.BUMPER   ,34.16
12315,UP2150290,STAY REAR BUMPER    ,35.66
12316,UP21502C0,PLATE SET           ,54.28
12317,UP2150320,BRACKET R  RR.BUMPER,2.76
12318,UP2150330,BRACKET L  RR.BUMPER,5.22
12319,UP2150340A,SHIELD R  SPLASH R.B,8.50
12320,UP2150350A,SHIELD L  SPLASH R.B,8.50
12321,UP215069992,PROTECTOR LIFTGATE  ,60.88
12322,UP2150710,GRILLE RADIATOR     ,219.84
12323,UP2150814A,PROTECTOR           ,13.93
12324,UP21509H2,PROTECTOR R         ,2.29
12325,UP21509L2,PROTECTOR L         ,2.29
12326,UP21519X0,STAY R  REAR SPOILER,16.12
12327,UP21519Y0,STAY RR SPOILER RH  ,16.12
12328,UP2151T31E,COVER R  ROOF RACK  ,35.02
12329,UP2151T41E,COVER L  ROOF RACK  ,33.20
12330,UP2151T82,PROTECT ROOF RACK LH,14.73
12331,UP2151TA0B,STAY ROOF RACK RH   ,25.49
12332,UP2151TB0B,STAY L  ROOF RACK   ,24.99
12333,UP2151TC0,STAY ROOF RACK RH   ,12.84
12334,UP2151TD0,STAY ROOF RACK LH   ,15.92
12335,UP2151TE0,STAY R  ROOF RACK   ,29.16
12336,UP2151TF0,STAY ROOF RACK LH   ,27.13
12337,UP2151V10B92,PLATE R  SIDE STEP  ,335.56
12338,UP2151V20B92,PLATE L  SIDE STEP  ,335.56
12339,UP2151V33,STAY NO.2 SIDE STEP ,26.47
12340,UP2151V3X,STAY SIDE RH        ,32.86
12341,UP2151V3Z,STAY NO3 S/STEP RH  ,23.72
12342,UP2151V4X,STAY SIDE LH        ,34.91
12343,UP2151V4Z,STAY NO.3 L SIDE ST ,24.15
12344,UP2151W50B92,FENDER R  OVER RR   ,69.31
12345,UP2151W60B92,FENDER L  OVER RR   ,69.31
12346,UP2153600,PAN FLOOR FRONT     ,269.96
12347,UP2153700B,PAN FLOOR REAR      ,312.00
12348,UP2153750J,PAN FLOOR TRUNK     ,299.99
12349,UP2153751C,PAN FLOOR TRUNK     ,134.56
12350,UP2153870,PLATE R  ANCHOR NUT ,17.67
12351,UP2153920,MEMBER NO.4CROSS    ,147.99
12352,UP2153952,PANEL R  S SILL IN. ,47.31
12353,UP2153953,REINF. R  SIDE SILL ,25.99
12354,UP215395Z,SILL RR.R  SIDE INNE,37.74
12355,UP21539Y0C,CROSS MEMBER REAR EN,241.18
12356,UP2154400B,PANEL DASH LOWER    ,84.47
12357,UP2154870,PLATE L  ANCHOR NUT ,17.67
12358,UP2154952,PANEL L  S SILL IN. ,30.00
12359,UP2154953,REINF. L  SIDE SILL ,16.50
12360,UP215495Z,SILL SIDE IN RR LH  ,34.69
12361,UP2162020K,BODY LIFT GATE      ,409.65
12362,UP2162210,HINGE UP  TAIL GATE ,28.54
12363,UP2162240,HINGE LWR  TAIL GATE,19.50
12364,UP2162870B,BRACKET SPARE TIRE  ,102.48
12365,UP2163930B,GLASS BACK WINDOW   ,108.29
12366,UP217005Y,RAIL R  ROOF INNER  ,18.19
12367,UP2170110B,PILLAR R  REAR INNER,331.48
12368,UP217012YA,REINF R   C PILLAR  ,80.44
12369,UP2170150,PANEL R  WHEEL HOUSE,77.98
12370,UP217038XA,ROCKER R  CENTER PIL,67.64
12371,UP217044XA,PILLAR R  REAR OUTER,48.08
12372,UP21704H0B,REINF R   D PILLAR  ,104.36
12373,UP2170600,PANEL ROOF          ,215.86
12374,UP2170662,REINFORCEMENT ROOF  ,39.09
12375,UP2170664,REINF. ROOF         ,18.61
12376,UP217066XB,REINFORCEMENT ROOF  ,34.78
12377,UP217066Y,REINF. ROOF         ,53.37
12378,UP217105Y,RAIL L  ROOF INNER  ,21.42
12379,UP2171110B,PILLAR L  REAR INNER,404.70
12380,UP2171112,PLATE L  END        ,15.78
12381,UP217112YA,REINF L   C PILLAR  ,76.96
12382,UP2171150,PANEL L  WHEEL HOUSE,59.50
12383,UP2171152,PLATE L  SEAL       ,5.61
12384,UP2171311,RAIL L  RAIN        ,32.15
12385,UP217138XA,ROCKER L  CENTER PIL,70.32
12386,UP217144XC,PILLAR L  REAR OUTER,106.18
12387,UP21714H0A,REINF D PILLAR LH   ,140.10
12388,UP2172020F,BODY R  REAR DOOR   ,433.18
12389,UP2172031,PANEL R  OUT. R.DOOR,102.22
12390,UP2172310A,LOCK R  DOOR        ,117.13
12391,UP2172410,HANDLE R  OUT R.DOOR,52.11
12392,UP2172602D,CHANNEL R  CENTER   ,38.98
12393,UP2172821,WEATHERSTRIP R  INN.,12.12
12394,UP2172861A,SCREEN REARDOOR     ,3.44
12395,UP2173020F,BODY L  REAR DOOR   ,433.18
12396,UP2173031,PANEL L  OUT. R.DOOR,163.86
12397,UP2173310A,LOCK L  DOOR        ,113.17
12398,UP2173410,HANDLE L  OUT R.DOOR,45.34
12399,UP2173602D,CHANNEL L  CENTER   ,41.16
12400,UP5572410,HANDLE R  OUT R.DOOR,12.62
12401,UP5953600,PAN FLOOR FRONT     ,176.42
12402,UPY170271,PANEL R  SIDE SILL  ,256.21
12403,UPY170351,PILLAR R  C. OUTER  ,581.72
12404,UPY171271,PANEL L  SIDE SILL  ,261.91
12405,UPY171351,PILLAR L  CTR. OUTER,581.72
12406,UPY171410,PANEL L  FENDER REAR,551.84
12407,UT6V50231A,BUMPER R  REAR      ,42.20
12408,UT6V50241A,BUMPER L  REAR      ,42.20
12409,UT6V50691,PROTECTOR A L  SIDE ,48.36
12410,UT6V50692,PROTECTOR B L  SIDE ,35.06
12411,WL8413465,NUT EXHAUSTMANIFOLD ,3.40
12412,WL8510231,COVER SEAL          ,10.64
12413,WLK715908,BELT V              ,13.94
12414,22117552,SPRING              ,3.18
12415,854563902,DAM                 ,36.17
12416,859917482,WASHER WAVECHANGE C ,6.74
12417,907200620,SCREW   WASHER      ,1.72
12418,907816825,BOLT   WASHER       ,1.41
12419,907860612,SCREW   WASHER TAPPI,2.37
12420,907860820,SCREW   WASHER TAPPI,2.11
12421,907960608,BOLT   WASHER FLANGE,2.45
12422,908012820,BOLT   WASHER       ,2.23
12423,992824500H,CLAMP HOSE          ,2.14
12424,995732800,RING SNAP           ,3.19
12425,9965117050,WHEEL DISC ALUMI.   ,269.45
12426,996802230,PROTECTOR           ,9.05
12427,997350410,SCREW TAPPING       ,0.48
12428,997350412,SCREW TAPPING       ,0.38
12429,997350416,SCREW TAPPING       ,0.56
12430,997630612,SCREW TAPPING       ,1.08
12431,997750412,SCREW               ,1.33
12432,997750516B,SCREW               ,0.42
12433,997801025,BOLT FLANGE         ,3.26
12434,997840820,BOLT FLANGE         ,2.23
12435,997841025,BOLT FLANGE         ,2.23
12436,997860620B,SCREW TAPPING       ,2.60
12437,997860812,SCREW TAPPING       ,3.18
12438,997860820,SCREW TAPPING       ,3.61
12439,997940635B,BOLT FLANGE         ,0.96
12440,997960240,BOLT FLANGE         ,2.15
12441,998650412,SCREW TAPPING       ,0.65
12442,998680412,SCREW TAPPING       ,0.65
12443,998740520,SCREW TAPPING       ,0.65
12444,999100404,GROMMET SCREW       ,1.64
12445,999100501,GROMMET SCREW       ,1.46
12446,999160500,NUT                 ,0.65
12447,999370600,NUT                 ,3.70
12448,999461201,NUT                 ,2.38
12449,999520400,WASHER PLAIN        ,0.43
12450,9CH600516B,SCREW               ,0.86
12451,9CN100412G,SCREW               ,0.76
12452,9CN600516,SCREW TAPPING       ,1.59
12453,9CS600520,SCREW TAPPING       ,0.60
12454,9GD620616,BOLT                ,1.12
12455,9GM601030B,BOLT                ,1.32
12456,9M1600616B,SCREW               ,1.20
12457,9M1630616B,SCREW               ,1.16
12458,9WA600500B,NUT FLANGE          ,0.61
12459,9YA010502,BOLT                ,3.18
12460,9YA010607,BOLT                ,3.91
12461,9YA021032,BOLT                ,8.40
12462,9YA021048A,BOLT                ,1.34
12463,9YA091208,BOLT                ,2.16
12464,9YA151002,BOLT                ,2.67
12465,9YAB40601,BOLT                ,3.14
12466,9YB070501,NUT                 ,3.31
12467,9YB120602,NUT                 ,3.03
12468,9YB310603,NUT                 ,3.68
12469,A00167395,COVER WIPERARM REAR ,8.09
12470,B09250782,FASTENER            ,1.17
12471,1315295,FENDER RH - IKON    ,33.19
12472,B10068215A,FASTENER CTR.P UPP. ,2.54
12473,B13168762,CAP SEAL TIRE HOUSE ,3.88
12474,B21662682,SCREW WEDGELIFT GAT ,1.80
12475,B23F76202,KEY BLANK SECONDARY ,46.96
12476,B250509V2,GROMMET SCREW ROLL B,5.64
12477,1315296,FENDER LH - IKON    ,33.66
12478,B25F51311,LENS INTERIOR LAMP  ,18.63
12479,B25K51311,LENS INTERIOR LAMP  ,14.92
12480,B45568AD2,CLIP                ,2.12
12481,BC1D56052,COVER HOLE          ,1.29
12482,BC1D56053,COVER HOLE          ,1.65
12483,BC1M500Z5,GROMMET SCREW       ,1.64
12484,BL2A5131006,LAMP INTERIOR       ,47.56
12485,BTAG76201A,KEY BLANK PRIMARY   ,30.43
12486,BV55211C5,VALVE SHIFT         ,32.45
12487,C00151920D,CHAMBER EXTRACTOR   ,19.54
12488,C00152403A,BOLT BONNETHINGE    ,3.31
12489,C10067S99,FUSE  20A           ,4.97
12490,D00166931,SCREW ANTENNA       ,1.87
12491,D10263954A,PIN                 ,10.03
12492,DX5261481,RUBBER INSULATOR    ,3.28
12493,E110507M5,BOLT                ,3.42
12494,FE5113329,SPACER              ,5.35
12495,FE5113363,RUBBER MOUNTING     ,4.52
12496,G03058873,CUSHION RUBBER      ,1.18
12497,G04362864A,TAPE PROTECTOR STOPP,2.50
12498,G1YH76140A,KEY SUB SETIG.SWICH ,69.63
12499,G25D68AD3,CLIP SCUFF PLATE    ,1.61
12500,G60720220A,BRACKET AIRCLEANER  ,32.35
12501,GA5R56051,COVER HOLE          ,1.77
12502,GE4T42243,GASKET A  DUST COVER,2.28
12503,GE4T42244,GASKET B  DUST COVER,5.77
12504,GE4T4224ZA,COVER DUST          ,41.70
12505,GE4T51922,GASKET CHAMBER EXTRA,3.33
12506,GE4T51924,RETAINER CHAMBER EXT,6.80
12507,GJ2168698,COVER HOLE          ,1.52
12508,GJ6A42459,RUBBER CUSHION      ,1.26
12509,GK2A66290,OUTLET              ,20.92
12510,H00143095,GROMMET             ,3.03
12511,H26042450D,SPRING LIFT         ,20.43
12512,H26042452,GROMMET             ,7.20
12513,H260506A7,FASTENER F.WIND.MLD.,1.85
12514,H26067054,CLIP                ,1.11
12515,HG3042470B,OPENER FILLER LID   ,195.63
12516,LC6267407,BUSH OUTER          ,4.70
12517,LC6268AD2,CLIP                ,1.13
12518,M50117342,KEY                 ,2.97
12519,M50117416,SPRING SHIFT ROD END,4.80
12520,M50117543A,RUBBER SEAL         ,3.23
12521,M50217335A,SEAL OIL            ,18.23
12522,M51117637A,RING                ,5.59
12523,M51217637A,RING                ,4.54
12524,M51317637A,RING                ,3.96
12525,M5AA17470A,CASE CHANGECONTROL  ,31.52
12526,M5AA17499,PIN STOPPER         ,3.93
12527,M5AA17510,LEVER CHANGE        ,185.21
12528,M5AB17499,PIN STOPPER         ,4.13
12529,M5AD1762Y,DAMPER DYNAMIC      ,44.33
12530,P50317439,WASHER PLAIN        ,1.11
12531,R50117341A,GEAR SPEEDO.DRIVE   ,44.66
12532,R50217540B,PASS OIL            ,9.56
12533,R50317461A,END CONTROLLEVER    ,28.15
12534,R5041741XA,END S ROD 1ST 2ND   ,50.95
12535,R50417422,END S ROD 3RD 4TH   ,42.61
12536,R50417432,END SHIFT ROD O TOP ,45.90
12537,R50917450B,ROD CONTROL         ,40.62
12538,R51417400,GEAR SET DRIVEN SPEE,181.63
12539,R52117265,RING SYNCHRONIZER   ,57.39
12540,R52417270B,GEAR 1ST            ,232.07
12541,R5AA1720X,CASE T MISSION      ,483.46
12542,R5AA17221,SHAFT MAIN          ,337.49
12543,R5AA17300A,GEAR COUNTER SHAFT  ,442.39
12544,R5AA17330,HOUSING EXTENSION   ,170.82
12545,R5AA17371,COVER UNDER         ,100.28
12546,R5AA17411A,ROD SHIFT 1ST 2ND   ,20.42
12547,R5AA17421,ROD SHIFT 3RD 4TH   ,21.50
12548,R5AA17431,ROD SHIFT OVER TOP  ,22.37
12549,S08368865A09,FASTENER            ,1.11
12550,S41A62671,DOVETAIL LIFT GATE  ,14.35
12551,S41A62681A,WEDGE LIFTGATE      ,8.89
12552,S51P55181,SPACER              ,3.79
12553,S51P64630,TRAY ASH INNER      ,50.40
12554,S51P64660B,TRAY ASH            ,46.40
12555,SA0725100D,SHAFT PROPELLER FRT ,492.27
12556,SA5325160,DAPMER DYNAMIC      ,110.64
12557,SLR218W60,RECTIFIER           ,181.94
12558,SLR218W70,REGULATOR VOLTAGE   ,222.29
12559,T00142245,BOLT DUST COVER     ,2.47
12560,T00156053,COVER HOLE          ,6.11
12561,UH7068506,GROMMET QUARTER TRIM,0.05
12562,UH706888509,FASTENER            ,0.25
12563,UH708808341,KNOB                ,7.55
12564,UH7139040,RUBBER R  ENGINE MT.,5.39
12565,UH71509H3,CLIP ROOF MOULD     ,1.22
12566,UH7151832,GROMMET SCREW       ,0.16
12567,UH715833041,HANDLE R  INNER     ,4.84
12568,UH7160420A,MEMBER INST. PANEL  ,51.60
12569,UH7168AA509,FASTENER DOOR TRIM  ,0.12
12570,UH7168DD1A09,RECESS ARM REST     ,1.87
12571,UH716947041,HANDLE ASSIST       ,3.93
12572,UH7239340,RUBBER T MISSION MT.,8.49
12573,UH726840609,CAP DOOR TRIM       ,0.66
12574,UH7269123,GLASS R  MIRROR     ,9.01
12575,UH7269183,GLASS L  MIRROR     ,8.18
12576,UH8238C15,SPACER FRAME        ,5.05
12577,UH8368190B06,TRIM R   B PILLAR UP,21.74
12578,UH8368210B06,TRIM L   B PILLAR UP,15.66
12579,UH8661213B,HOSE NO.3 WATER     ,3.62
12580,UJ0666120,SWITCH COMBINATION  ,64.06
12581,UJ0666122,SWITCH LIGHT   TURN ,34.67
12582,UJ0666128,LEVER WIPERCOMB. SW ,51.13
12583,UJ06661B1,BODY COMBINATION SWI,13.91
12584,UJ0766120,SWITCH COMBINATION  ,61.69
12585,UJ0769220C06,MIRROR INTERIOR     ,21.01
12586,UJ0957630K45,BELT B  FRTSEAT     ,29.00
12587,UJ13661B1,BODY COMBINATION SWI,12.62
12588,UJ2260420B,MEMBER INST. PANEL  ,69.16
12589,UJ2660420A,MEMBER CRASH PAD    ,55.56
12590,UJY37614X,KEY SUB SETIG.SWICH ,88.73
12591,UJY3762GX,KEY BLANK PRIMARY   ,89.41
12592,UM465762045,BELT A  R  FRT SEAT ,15.47
12593,UM466937009,REST R  ARM         ,37.51
12594,UM466939009,REST L  ARM         ,32.97
12595,UM4866960A,SPEAKER LOUD REAR   ,23.51
12596,UM4869120A,MIRROR R  DOOR      ,83.68
12597,UM4869180A,MIRROR L  DOOR      ,83.68
12598,UM49686A1A,INSULATOR R COWL    ,15.65
12599,UM8159310,LOCK L  DOOR        ,114.99
12600,UMY57629X,KEY SUB SETST. LOCK ,294.45
12601,UMY876210,KEY SUB SETR  DOOR  ,54.09
12602,UMY876220,KEY SUB SETL  DOOR  ,38.03
12603,UMY876290,KEY SUB SETST. LOCK ,234.48
12604,UP1955447,LENS - CLUSTER      ,24.28
12605,UP1960960,SENDER FUEL TANK    ,39.20
12606,UP1966223B,BEZEL SWITCH        ,19.91
12607,UP1966350,SWITCH POWER WINDOW ,95.70
12608,UP1966370,SWITCH POWER WINDOW ,27.76
12609,UP1966380B,SWITCH POWER WINDOW ,27.77
12610,UP19664W0,SWITCH WIPER        ,49.74
12611,UP1966700A,SWITCH FUELLID OPN. ,48.55
12612,UP1968420B41,TRIM R  DOOR        ,142.67
12613,UP196852YD41,TRIM R  DOOR REAR   ,100.54
12614,UP196855YD41,TRIM L  DOOR REAR   ,100.54
12615,UP1968D41A,PANEL R  DECORATION ,36.90
12616,UP1968D46A,PANEL L  DECORATION ,30.52
12617,UP200901000,KEY SET             ,478.33
12618,UP2028460B,BUSHING LOWER ARM   ,13.94
12619,UP2032980A,BOSS STEERING WHEEL ,273.60
12620,UP2033020,KNUCKLE R  STEERING ,451.91
12621,UP2033030,KNUCKLE L  STEERING ,287.64
12622,UP2033061B,HUB WHEEL           ,117.79
12623,UP2033071,CAP HUB             ,6.16
12624,UP203347X,ROTOR SENSOR FRT A.B,30.25
12625,UP2034151,STABILIZER FRONT    ,71.82
12626,UP2034156,BUSH STABILIZER FRT ,1.71
12627,UP2034700A,DAMPER R  FRONT     ,59.15
12628,UP2034T11,SPRING R  TORSION   ,71.32
12629,UP2034T21,SPRING L  TORSION   ,69.92
12630,UP2043800,VACUUM POWER ASSIST ,193.78
12631,UP2043900,VALVE DUAL PROPORTIO,128.14
12632,UP204402009,ROD                 ,40.05
12633,UP2044410,CABLE R  R.PARK.    ,15.12
12634,UP2044420,CABLE L  R.PARK.    ,22.38
12635,UP2046030A,KNOB CHANGELEVER    ,24.27
12636,UP20517816Z,ORNAMENT 4WD        ,14.22
12637,UP205178192,ORNAMENT 4WD        ,14.78
12638,UP2051T10D,RACK R  ROOF        ,255.63
12639,UP2051T20D,RACK L  ROOF        ,222.68
12640,UP2051T71A,COVER NO3 RH        ,27.32
12641,UP2051T72A,PROTECT ROOF RACK RH,11.42
12642,UP2051T81A,COVER NO3 LH        ,26.17
12643,UP2051T82A,PROTECT ROOF RACK LH,11.42
12644,UP205720XE41,SEAT R  REAR        ,776.04
12645,UP2057245B41,COVER NO1 HINGE FRT ,2.90
12646,UP2057246A41,COVER NO2 HINGE FRT ,2.97
12647,UP2057247A41,COVER NO3 HINGE FRT ,3.11
12648,UP2057248B41,COVER NO4 HINGE FRT ,3.22
12649,UP2057255B41,COVER NO.1 RR  HINGE,3.84
12650,UP2057256A41,COVER NO2 HINGE RR  ,2.53
12651,UP2057258B41,COVER NO4 HINGE RR  ,4.17
12652,UP205725XE41,SEAT REAR LH        ,777.41
12653,UP2057535A,BRACKET SEAT SET    ,7.98
12654,UP205772045,BELT A  R  REAR SEAT,32.63
12655,UP2057730A45,BELT B  R  REAR SEAT,59.40
12656,UP205778045,BELT A  L  REAR SEAT,37.82
12657,UP2057790A45,BELT B  L  REAR SEAT,46.69
12658,UP205782045,BELT A  RR SEAT NO.2,26.14
12659,UP205783045,BELT B  R  RR NO.2  ,37.04
12660,UP205789045,BELT B  L  RR NO.2  ,34.31
12661,UP2057K0000,MODULE AIR BAG      ,369.35
12662,UP2064449,MAT CONSOLE?REAR    ,0.91
12663,UP2066730A,BLOCK FUSE          ,24.41
12664,UP2066760,BLOCK MAIN FUSE     ,57.25
12665,UP2066761,COVER MAIN FUSE BLOC,6.72
12666,UP2066930,ANTENNA RADIO       ,31.73
12667,UP2067050D,HARNESS REAR        ,141.88
12668,UP2067060A,HARNESS NO.2 REAR   ,64.75
12669,UP2067070A,HARNESS ENGINE      ,220.61
12670,UP2067190,HARNESS DOOR DRIVER ,43.62
12671,UP2067200,HARNESS DOOR PASSENG,36.27
12672,UP2067210B,WIRING REARDOOR     ,31.77
12673,UP2067330,BLADE WIPER RR U268U,8.61
12674,UP2067332,PLATE BACKING REAR  ,4.01
12675,UP2067333,RUBBER BLADE REAR   ,9.22
12676,UP2067421,RR ARM WIPER U268U  ,14.14
12677,UP2067450,MOTOR               ,233.68
12678,UP2067480,TANK WASHERREAR     ,35.48
12679,UP2067481,TANK WASHERRR WIPER ,19.15
12680,UP2067483,CAP TANK            ,3.45
12681,UP2067501A,HOSE SCREENWASHER   ,0.56
12682,UP2067510,NOZZLE WASHER       ,4.54
12683,UP2068D41A,PANEL R  DECORATION ,16.34
12684,UP2068D46A,PANEL L  DECORATION ,16.34
12685,UP208801Z,HOOK SEAT BELT      ,11.72
12686,UP2088020,CATCH R  RRSEAT BAC ,35.97
12687,UP2088061,BOLT                ,0.78
12688,UP2088062,BOLT                ,1.02
12689,UP2088063,BOLT                ,0.49
12690,UP2088067,SCREW               ,0.17
12691,UP2088068,SCREW               ,0.39
12692,UP2088069,SCREW               ,0.31
12693,UP2088070,CATCH L  RRSEAT BAC ,35.97
12694,UP2088073,BAND                ,0.12
12695,UP2088075,HOOK R  CABLE       ,3.15
12696,UP2088076,HOOK L  CABLE       ,3.12
12697,UP2088077,RING RETAINING      ,0.35
12698,UP2088078,RING RETAINING      ,1.07
12699,UP20880D1,CABLE NO.1          ,10.66
12700,UP20880D2,CABLE NO.2          ,8.36
12701,UP20880D3,CABLE NO.3          ,8.92
12702,UP20880D4,CABLE NO.4          ,9.34
12703,UP208811041,CUSHION R  FRT SEAT ,149.39
12704,UP208811141,TRIM R  SEAT CUSHION,94.53
12705,UP208813041,BACK R  FRONT SEAT  ,240.40
12706,UP208813141,TRIM R  SEAT BACK   ,151.44
12707,UP208814041,RESTRAINT HEAD      ,80.95
12708,UP208814141,TRIM HEAD REST FRT  ,54.57
12709,UP208816041,CUSHION L  FRT SEAT ,175.16
12710,UP208816141,TRIM L  SEAT CUSHION,94.53
12711,UP208818041,BACK L  FRONT SEAT  ,240.40
12712,UP208818141,TRIM L  SEAT BACK   ,146.87
12713,UP208821041,CUSHION REAR SEAT   ,330.75
12714,UP208821141,TRIM RR SEAT CUSHION,174.18
12715,UP2088228,WIRE TRIM           ,0.29
12716,UP208823041,BACK R  REAR SEAT   ,249.67
12717,UP208823141,TRIM R  RR SEAT BACK,155.69
12718,UP208826041,CUSHION L  REAR SEAT,330.75
12719,UP208826141,TRIM RR SEAT BACK   ,174.18
12720,UP2088275,BUSH                ,0.65
12721,UP2088276,BUSH                ,1.78
