S. No.,Part No.,Description,USD Price,,
13975,6RG813114,LUGGAGE COMPART FLOOR PLATEWITH SPARE WHL RECESS,250.22,,
13976,023253409AS,MIDDLE SILENCER,250.22,,
13977,3T0807221K,COVER,250.28,,
13978,022906031L,INJECTOR VALVE,250.60,,
13979,036129709HR,INTAKE CONNECTION,250.81,,
13980,5NA807568CYE4,RDIFFUSOR,250.90,,
13981,03L128063AD,CONTR.UNIT,251.24,,
13982,7L6035454,WOOFER,251.58,,
13983,6RF803502,SIDE MEMB,251.64,,
13984,6RG253609C,REAR SILENCER,251.86,,
13985,5K0959542B,CONTR UNIT,251.95,,
13986,5E5945712A,TAILLIGHT,251.98,,
13987,6RF820743C,COOLANTPIP,252.34,,
13988,01X103551,RING,252.50,,
13989,5Q0998270B,REPAIR KIT,252.67,,
13990,5Q0998270D,REPAIR KIT,252.67,,
13991,561959701CZ0R,WIND.MOT.,252.82,,
13992,03L128063Q,CONTR.UNIT,252.85,,
13993,021906265AQ,LAMBDA SENSOR,253.04,,
13994,023141031K,CLUTCH DISC,253.15,,
13995,1K0411303AR,STABILIZER,253.19,,
13996,3C0837205EGRU,HANDLE,253.24,,
13997,3C0839205DGRU,HANDLE,253.24,,
13998,036141032N,CLUTCH DISC,253.39,,
13999,02A911023LX,STARTER,253.64,,
14000,3C0907521F,REGULATOR,253.74,,
14001,035121004AX,WATER PUMP,253.97,,
14002,030998065B,"SENSOR, IGNITION PULSE",254.34,,
14003,016311375Q,BEARING NEEDLE,254.43,,
14004,028105243AC,"BELT PULLEY, CRANKSHAFT",254.43,,
14005,028115105L,OIL PUMP,254.54,,
14006,3D0941329D,POWER MOD,254.57,,
14007,028253091H,EXHAUST PIPE,254.65,,
14008,030115105P,OIL PUMP,254.67,,
14009,030198012E,"GASKET SET, CYLINDER HEAD",254.76,,
14010,3C8919475A,CONTR UNIT,254.82,,
14011,6RG867011T0W,"DOOR PANEL TRIM (PLASTIC) , LEFT; FRONT",254.98,,
14012,6RG867012T0W,"DOOR PANEL TRIM (PLASTIC) , RIGHT; FRONT",254.98,,
14013,6RG867211T0W,"DOOR PANEL TRIM (PLASTIC) , LEFT REAR",254.98,,
14014,6RG867212T0W,"DOOR PANEL TRIM (PLASTIC) , RIGHT REAR",254.98,,
14015,6RG867211BT0W,"DOOR PANEL TRIM (PLASTIC) , LEFT REAR",254.98,,
14016,6RG867212BT0W,"DOOR PANEL TRIM (PLASTIC) , RIGHT REAR",254.98,,
14017,030115105E,OIL PUMP,255.10,,
14018,026121010DX,WATER PUMP,255.63,,
14019,6RU809444,REINFORCEM,255.78,,
14020,5K0825902,PLATE,255.94,,
14021,6RF857017D,CROSS MEMBER FOR DASHBORD,255.97,,
14022,6Q0407255AC,HOUSING,256.14,,
14023,028141033AX,CLUTCH DISC,256.40,,
14024,6R5953507C9B9,SWITCH,256.63,,
14025,03L972619BF,HARNESS,256.80,,
14026,3C8998537B,REP.SET,256.91,,
14027,021141031C,CLUTCH DISC,257.02,,
14028,022131101F,"VALVE, SECONDARY AIR PUMP SYSTEM",257.13,,
14029,7L6867067N7U7,TRIM,257.15,,
14030,7L6867068N7U7,TRIM,257.15,,
14031,6RG253091A,EXHAUST PIPE WITH,257.18,,
14032,1K5807521A9B9,SPOILER,257.19,,
14033,035198012N,"GASKET SET, CYLINDER HEAD",257.28,,
14034,34133517,"BREATHER VALVE, FUEL TANK",257.30,,
14035,6X0959455C,ELECTR FAN,257.84,,
14036,021903119L,ALTERNATOR FREEWHEEL CLUTCH,258.06,,
14037,028121004X,WATER PUMP,258.20,,
14038,3B4839015AF,DOOR LOCK,258.51,,
14039,3B4839016AF,DOOR LOCK,258.51,,
14040,6R0959811SZ01,WINDOW REGULATOR MOTOR,258.60,,
14041,3D285714892Y,MECHANISM,258.63,,
14042,01E311220,"BEARING, MANUAL TRANSMISSION",258.85,,
14043,6RU809587,REINFORCEM,258.97,,
14044,028145101A,"VACUUM PUMP, BRAKE SYSTEM",259.04,,
14045,23198012,"GASKET SET, CYLINDER HEAD",259.05,,
14046,02A311129CC,CHANGE GEAR,259.10,,
14047,6R0071PNDBRZ,NAVIGATION SYSTEM,259.22,,
14048,3C0505223E,ARM,259.24,,
14049,028903026B,ALTERNATOR,259.63,,
14050,03L121011,WATER PUMP,259.94,,
14051,1K0959455DL,ELECTR FAN,259.97,,
14052,036129709HS,INTAKE CONNECTION,260.03,,
14053,036107065AT,PISTON,260.11,,
14054,036131503T,EGR VALVE,260.17,,
14055,027115105C,OIL PUMP,260.45,,
14056,036198141X,CLUTCH KIT,260.65,,
14057,3Q0413032,SHOCK ABS,260.66,,
14058,7110125,"JOINT KIT, DRIVE SHAFT",260.82,,
14059,01L409131,COVER,260.83,,
14060,01R525131F,COVER,260.83,,
14061,1KM898653,REP.KIT,261.02,,
14062,026115105A,OIL PUMP,261.05,,
14063,026115105B,OIL PUMP,261.05,,
14064,6RG071SPO2KIT,POLO KIT,261.22,,
14065,6R6809412C,HOUSING,261.39,,
14066,021103601L,WET SUMP,261.73,,
14067,06A115405BS,ADAPTER,262.03,,
14068,057903133L,BELTDAMPER,262.09,,
14069,028141035MX,CLUTCH DISC,262.24,,
14070,032121111CF,"THERMOSTAT, COOLANT",262.40,,
14071,03L103925R,COVER,262.52,,
14072,6RF907375A,CONTROL UNIT FOR ABS,262.88,,
14073,032121111CE,"THERMOSTAT, COOLANT",263.10,,
14074,6RF061BAMKIT,AMEO- B&W BLACK KIT,263.25,,
14075,6RF061BVEKIT,VENTO- B&W BLACK KIT,263.25,,
14076,5C6807217GRU,COVER,263.28,,
14077,5C8857059DBBO,FRAME,263.47,,
14078,5C8857059EVAL,FRAME,263.47,,
14079,5C8857059GTAI,FRAME,263.47,,
14080,021906262B,LAMBDA SENSOR,263.70,,
14081,03F117021A,OIL COOLER,264.23,,
14082,022260089M,BRACKET,264.34,,
14083,5E0919719CWHS,SWITCH,264.35,,
14084,5C6845011FNVB,WINDSHIELD,264.59,,
14085,5C6807217MGRU,JETTA COVER FRONT JETTA,264.59,,
14086,5C6807217QGRU,COVER,264.59,,
14087,5C6807217AGGRU,JETTA FRONT BUMPER,264.59,,
14088,06A133203DL,MANIFOLD,264.83,,
14089,3G0837432N5AP,CHANNEL,264.93,,
14090,54639,EXHAUST PIPE,265.00,,
14091,01P409355B,SHAFT,265.30,,
14092,1K5807109E,BEAM,265.38,,
14093,1K2820103E,EVAPORATOR,265.90,,
14094,036198119E,TIMING BELT KIT,266.29,,
14095,3C0820741AT,COOLANTPIP,266.38,,
14096,5C6807217FGRU,COVER,266.38,,
14097,5C6807217GGRU,COVER,266.38,,
14098,5C6807217HGRU,COVER,266.38,,
14099,5C6807217DGRU,COVER,266.38,,
14100,3C0805588D,FRONT COWLING,266.40,,
14101,3C0805588E,FRONT COWLING,266.40,,
14102,6Q0959654D,RING,266.72,,
14103,5C6807217AGRU,COVER,266.82,,
14104,1K0203491D,RADIATOR,267.22,,
14105,1K0807217AAGRU,COVER,267.38,,
14106,3C0805588F,FRONT COWLING,268.03,,
14107,3Q0413031BH,SHOCK ABS,268.03,,
14108,03L145100G,VAC PUMP,268.12,,
14109,6R0959801EDZ01,WIND.MOT.,268.12,,
14110,003911287A,"SOLENOID SWITCH, STARTER",268.18,,
14111,025121010BX,WATER PUMP,268.18,,
14112,025121010CX,WATER PUMP,268.18,,
14113,03L105269,FLYWHEEL,268.29,,
14114,025251170D,EXHAUST PIPE,268.54,,
14115,025251172G,EXHAUST PIPE,268.54,,
14116,3C1857705PUHQ,SEAT BELT,268.55,,
14117,6RF809401,SIDE PANEL,268.83,,
14118,6Q0498103A,JOINT,268.91,,
14119,5C6809204,PILLAR A,269.02,,
14120,5C6809204A,PILLAR A,269.02,,
14121,8S0498625,BEARING,269.08,,
14122,3Q0505434G,HOUSING,269.36,,
14123,01M398001,"GASKET SET, AUTOMATIC TRANSMISSION",269.70,,
14124,030107065CH,PISTON,269.89,,
14125,3D0820511A,MOTOR,269.96,,
14126,7L0121207D,COWL,270.09,,
14127,3C1857706RUHQ,SEAT BELT,270.10,,
14128,6RF614117EBEF,ABS UNIT WITH CONTROL UNIT,270.17,,
14129,5C0820721C,COOLANTPIP,270.20,,
14130,000051473A,HANDSFREE,270.57,,
14131,7L6413031S,SHOCK ABS,270.58,,
14132,7L6413032S,SHOCK ABS,270.58,,
14133,025251171AD,EXHAUST PIPE,270.60,,
14134,030131503F,EGR VALVE,270.94,,
14135,7L0498287,BEARING,271.16,,
14136,6Q0919051J,FUEL UNIT,271.30,,
14137,23131351,"VALVE, SECONDARY AIR PUMP SYSTEM",271.61,,
14138,5C6845051AJNVB,GLASS,272.03,,
14139,5C6845051ALNVB,GLASS,272.03,,
14140,6R0130307R,FUEL LINE,272.47,,
14141,030905205AB,"DISTRIBUTOR, IGNITION",273.03,,
14142,6C0601025LFZZ,WHEEL,273.40,,
14143,09G927363,HARNESS,273.53,,
14144,028128063F,"CONTROL FLAP, AIR SUPPLY",273.65,,
14145,3C0131113C,"DOSING MODULE, UREA INJECTION",273.70,,
14146,02T311241C,SYNCHRONIZING HUB WITH LOCKING COLLAR,273.78,,
14147,028115105G,OIL PUMP,273.81,,
14148,6R0825902A,UNDERRUN BAR,274.06,,
14149,5E0805588D,CARRIER 5EO,274.51,,
14150,3C0253209D,FRONT SILENCER,274.58,,
14151,0A4301230H,GEAR SHIFT,274.66,,
14152,06H121026AG,WATER PUMP,274.69,,
14153,5K0825901,PLATE,274.77,,
14154,5C6845011A,WINDSHIELD,274.83,,
14155,3G0071497AFZZ,WHEEL,274.94,,
14156,6RG839432A5AP,CHANNEL,275.08,,
14157,030107081H,PISTON,275.30,,
14158,030107065D,PISTON,275.30,,
14159,1Z0823031B,LAURA HOOD LAURA,275.64,,
14160,023107065A,PISTON,275.70,,
14161,1KM959455G,ELECTR FAN,275.99,,
14162,6RF253609A,SILENCER,275.99,,
14163,032145157A,"HYDRAULIC PUMP, STEERING SYSTEM",276.12,,
14164,025251251E,EXHAUST PIPE,276.15,,
14165,025251252E,EXHAUST PIPE,276.15,,
14166,1K0959455FR,ELECTR FAN,276.47,,
14167,6RU809588,REINFORCEMENT FOR C - PILLAR,276.58,,
14168,04C133201K,MANIFOLD,276.71,,
14169,N10721801,GAS BULB,276.75,,
14170,6R0953507A9B9,SWITCH,276.80,,
14171,02N409355B,DRIVE SHAFT,277.25,,
14172,030107065P,PISTON,277.42,,
14173,030107065AG,PISTON,277.42,,
14174,036129607CS,ENGINE COVER,278.32,,
14175,1S2909144P,CTRL UNIT,278.50,,
14176,3C0937548,FUSE SOCK.,278.66,,
14177,6RGTSIEDIKIT,POLO TSI EDITION,278.75,,
14178,6R0959812SZ05,WIND.MOT.,278.92,,
14179,5NA809203D,REINFORCEM,279.12,,
14180,8K0505324D,CONTROL ARM-/TRAILING ARM BUSH,279.71,,
14181,8K0505323D,TRACK CONTROL ARM,279.71,,
14182,3C0145805F,"INTERCOOLER, CHARGER",279.76,,
14183,030906265AA,LAMBDA SENSOR,279.88,,
14184,02T301230J,GEAR SHIFT,279.90,,
14185,028115105J,OIL PUMP,280.02,,
14186,028115105M,OIL PUMP,280.02,,
14187,000915105CE,BATTERY,280.22,,
14188,01V321359A,"OIL PAN, AUTOMATIC TRANSMISSION",280.35,,
14189,022906262N,LAMBDA SENSOR,280.36,,
14190,030906262A,LAMBDA SENSOR,280.36,,
14191,5K0953569G,ELEC.MODUL,280.46,,
14192,7L6857508GS9B9,HOUSING,280.55,,
14193,02M911021B,STARTER,280.72,,
14194,028141034NX,CLUTCH DISC,280.81,,
14195,036141032AX,CLUTCH DISC,280.81,,
14196,3C0853651DPWF,RADIATOR GRILLE,280.98,,
14197,3C0853651FPWF,RADIATOR GRILLE,280.98,,
14198,02T409343A,FLANGED SHAFT,281.02,,
14199,02T409344A,FLANGED SHAFT,281.02,,
14200,3C5857805FSOZ,SEAT BELT,281.11,,
14201,1K0121253AB,RADIATOR,281.46,,
14202,01E311220A,BEARING NEEDLE,281.85,,
14203,567857507E,HOUSING,281.99,,
14204,567857508E,HOUSING,281.99,,
14205,3C0121253K,"RADIATOR, ENGINE COOLING",282.01,,
14206,3C0121253Q,"RADIATOR, ENGINE COOLING",282.01,,
14207,3C0807109C,"SUPPORT, BUMPER",282.01,,
14208,3C0121253AK,"RADIATOR, ENGINE COOLING",282.01,,
14209,036129709KA,INTAKE CONNECTION,282.15,,
14210,036129709JC,MANIFOLD,282.63,,
14211,1K0127400F,FUELFILTER,282.64,,
14212,2K0867769A2BD,COVER,282.86,,
14213,6R08538599B9,TRIM,283.11,,
14214,5KD035181,CAR RADIO,283.40,,
14215,020911024AX,STARTER,284.10,,
14216,1K0121253F,RADIATOR,284.30,,
14217,3C0845011H,WINDSCREEN,284.39,,
14218,3C0845011J,WINDSCREEN,284.39,,
14219,02A311158AE,GEAR,284.43,,
14220,03C105269K,FLYWHEEL,284.47,,
14221,3C0907530C,INTERFACE,284.58,,
14222,026107065Q,PISTON,284.92,,
14223,026107081Q,PISTON,284.92,,
14224,6RU881805QOV,COVER,285.36,,
14225,03L107065AK001,PISTON,285.56,,
14226,036117021G,"OIL COOLER, ENGINE OIL",285.63,,
14227,71200,"MASTER CYLINDER, BRAKES",285.85,,
14228,6R4064365,SUN BLIND,286.04,,
14229,026906171A,COLD-START VALVE,286.10,,
14230,034906171C,COLD-START VALVE,286.10,,
14231,028141036Q,CLUTCH DISC,286.30,,
14232,028141034G,CLUTCH DISC,286.30,,
14233,03L105401A,CON ROD,286.50,,
14234,3C0807109D,"SUPPORT, BUMPER",286.66,,
14235,5Q0919050AN,FUEL UNIT,287.03,,
14236,7L0955119K,WIPER,287.11,,
14237,6RF809402,SIDE PANEL,287.66,,
14238,5C6807417GRU,COVER,287.68,,
14239,63531,PISTON RING,287.74,,
14240,6RD199315C,SUB FRAME,287.85,,
14241,6R2819015,FAN,288.11,,
14242,036107065EQ,PISTON,288.11,,
14243,6RWSEHIGLKIT,AMEO HL SPECIAL EDITION KIT,288.38,,
14244,6R0601025C8Z8,WHEEL,288.72,,
14245,7L6839015D,LATCH,289.12,,
14246,6R0825901A,UNDERRUN,289.21,,
14247,6R08538609B9,TRIM,289.29,,
14248,007486209F,"MASTER CYLINDER, BRAKES",289.31,,
14249,6R0130295E,FUEL LINE,289.32,,
14250,036198119F,REPAIR KIT,289.60,,
14251,022256205B,"CONTROL UNIT, HEATING / VENTILATION",289.82,,
14252,022256206B,"CONTROL UNIT, HEATING / VENTILATION",289.82,,
14253,26133453,AUXILIARY AIR SLIDE,290.08,,
14254,3G5877651,DEFLECTOR,291.18,,
14255,7N0907530ANZ01,INTERFACE,291.21,,
14256,02N409345,"INTERMEDIATE BEARING, DRIVE SHAFT",291.51,,
14257,02N409344E,"INTERMEDIATE BEARING, DRIVE SHAFT",291.51,,
14258,6R0853859B9B9,TRIM,291.60,,
14259,6R0853860B9B9,TRIM,291.60,,
14260,6R0907357CZ09,ECU,291.80,,
14261,6RG800375K,LOCKCYL,291.80,,
14262,3C0121253AR,"RADIATOR, ENGINE COOLING",291.90,,
14263,3AA807109B,BEAM,292.02,,
14264,06H121026N,WATER PUMP,292.08,,
14265,26903359,"RECTIFIER, ALTERNATOR",292.50,,
14266,036117021H,"OIL COOLER, ENGINE OIL",292.50,,
14267,3C0959752BAZQG,TRANSMITTE,292.50,,
14268,5C6823031C,HOOD,292.55,,
14269,036131503D,EGR VALVE,292.89,,
14270,6R0805116B,HOUSING,293.21,,
14271,6Q0018906N,ENGINE PROTECTION GRILLE,293.23,,
14272,7L6129607AJ,AIRCLEANER,293.24,,
14273,036107065AM,PISTON,293.24,,
14274,3C0820721R,COOLANTPIP,293.71,,
14275,3G0071498AFZZ,WHEEL,293.80,,
14276,21906462,AIR MASS SENSOR,294.13,,
14277,5C6823031D,HOOD,294.16,,
14278,021906265A,LAMBDA SENSOR,294.25,,
14279,OCTSPECILKIT,OCTAVIA SPECIAL EDITION KIT,294.25,,
14280,022906262Q,LAMBDA SENSOR,294.25,,
14281,1K0820743BT,HOSE,294.76,,
14282,032107065N,PISTON,295.12,,
14283,3C5857805FRAA,SEAT BELT,295.24,,
14284,3C5857806FRAA,SEAT BELT,295.24,,
14285,3C5857806FSOZ,SEAT BELT,295.24,,
14286,6R0419091AA81U,STEERWHEEL,295.43,,
14287,5C6823031E,HOOD,295.51,,
14288,3B4839015AP,DOOR LOCK,295.52,,
14289,3B4839016AP,DOOR LOCK,295.52,,
14290,036107065CE,PISTON,295.62,,
14291,036107065AT001,PISTON,295.62,,
14292,023906262A,LAMBDA SENSOR,295.88,,
14293,6RD601025A8Z8,WHEEL,295.91,,
14294,04L141015,CLUTCH KIT,296.14,,
14295,03L115389B,OIL FILTER WITH FLANGE,296.16,,
14296,6R0823031A,HOOD,296.30,,
14297,3C0820721P,COOLANTPIP,296.52,,
14298,030906265K,LAMBDA SENSOR,296.58,,
14299,5QF505435F,HOUSING,296.67,,
14300,1K0145840AE,PIPE,296.81,,
14301,1K5807417HGRU,COVER,297.41,,
14302,1Z0941641A,CONTR UNIT,297.54,,
14303,3C0820721M,"HIGH PRESSURE LINE, AIR CONDITIONING",297.94,,
14304,1K5831301AA,DOOR INNER,297.97,,
14305,03L103469R,COVER,298.03,,
14306,6RG253609F,SILENCER,298.38,,
14307,6R0601025BF8Z8,WHEEL,298.61,,
14308,021906265C,LAMBDA SENSOR,298.64,,
14309,030906265J,LAMBDA SENSOR,298.64,,
14310,5C0816411,CONDENSER,298.67,,
14311,025121010AX,WATER PUMP,299.07,,
14312,3D0713633A,FRAME,299.17,,
14313,6RU6010258Z8,WHEEL,299.52,,
14314,6R0601025D8Z8,WHEEL,299.52,,
14315,6R0601025BE8Z8,WHEEL,299.52,,
14316,6R0601025BD8Z8,WHEEL,299.52,,
14317,034906265F,LAMBDA SENSOR,299.91,,
14318,028105243AA,"BELT PULLEY, CRANKSHAFT",299.96,,
14319,3C4845202B,WINDOW,300.00,,
14320,6RG807217ROH,COVER,300.25,,
14321,3C0505433K,HOUSING,300.51,,
14322,028906283H,"CONTROL VALVE, AIR INTAKE",300.90,,
14323,1K0498103AX,CONSTANT VELOCITY JOINT WITH,301.15,,
14324,6R0601025AK8Z8,WHEEL,301.30,,
14325,5QF919088A,FUEL UNIT,301.32,,
14326,02T911023S,STARTER,301.35,,
14327,036107081A,PISTON,301.48,,
14328,3AE845051CNVB,REARWINDOW,301.52,,
14329,1K0505435AE,HOUSING,301.69,,
14330,038105269D,FLYWHEEL,302.06,,
14331,036129607BC,AIR FILTER,302.14,,
14332,036198119A,TIMING BELT KIT,302.14,,
14333,021198012A,"GASKET SET, CYLINDER HEAD",302.56,,
14334,028198141DX,CLUTCH KIT,302.61,,
14335,059145167AD,BRACKET,302.82,,
14336,000915105EC,BATTERY,303.30,,
14337,6R0803531B,MEMBER,303.55,,
14338,000915105DL,STARTER BATTERY,303.82,,
14339,6RU823031D,HOOD,303.89,,
14340,035107065AA,PISTON,304.16,,
14341,1C0959455C,ELECTR FAN,304.33,,
14342,3C0805588G,FRONT COWLING,304.56,,
14343,6R0971349HA,HARNESS,304.67,,
14344,3C0071640GRU,SPOILER,305.01,,
14345,03G971604ES,HARNESS,305.43,,
14346,022906262BL,LAMBDA SENSOR,306.03,,
14347,1K0498103,JOINT,306.16,,
14348,1K5845011BF,WINDSHIELD,306.47,,
14349,036105269D,FLYWHEEL,306.71,,
14350,3C0615123,BRAKE CALIPER,307.01,,
14351,3C0615124,BRAKE CALIPER,307.01,,
14352,030253031J,"MANIFOLD, EXHAUST SYSTEM",307.09,,
14353,030998065A,"SENSOR, IGNITION PULSE",307.54,,
14354,03L141018B,CLUTCH KIT,307.54,,
14355,06J141015H,CLUTCH KIT,307.54,,
14356,03G141016A,CLUTCH KIT,307.54,,
14357,03L141015P,CLUTCH KIT,307.54,,
14358,06H127025N,FUEL PUMP,308.05,,
14359,028107065AP,PISTON,308.36,,
14360,7L0955602C,BRACKET,308.68,,
14361,026133563A,"VALVE, COMPRESSED-AIR SYSTEM",309.47,,
14362,6RF601025R8Z8,WHEEL,309.75,,
14363,025251209B,FRONT SILENCER,309.77,,
14364,1K6857805SRAA,SEAT BELT,309.97,,
14365,5N0857805DRAA,SEAT BELTS,309.97,,
14366,5N0857806DRAA,SEAT BELTS,309.97,,
14367,03C127026P,FUEL PUMP,310.09,,
14368,3C0820743BQ,COOLANTPIP,310.47,,
14369,3AA853091CGRU,TRIM,310.70,,
14370,02T311241F,SYNCHRONIZING HUB WITH LOCKING COLLAR,310.78,,
14371,21998303,"REPAIR KIT, STARTER",311.38,,
14372,00V061202,SKI BAG (CLOTH),311.52,,
14373,02R301230M,GEAR SHIFT,311.74,,
14374,02M911023RX,STARTER,312.09,,
14375,565805588J,PANEL,312.36,,
14376,G052512A6,TRANSM.OIL,313.19,,
14377,6RG839431A5AP,CHANNEL,313.39,,
14378,3C8919051A,FUEL UNIT,313.69,,
14379,031130201AX,INJECTOR,313.80,,
14380,1K0857511BSMA,MIRROR,313.83,,
14381,033251171C,EXHAUST PIPE,314.05,,
14382,028903351S,"STATOR, ALTERNATOR",314.31,,
14383,3C0820411,"CONDENSER, AIR CONDITIONING",314.40,,
14384,000915105AK,STARTER BATTERY,314.45,,
14385,3B5845051P,REAR WINDSCREEN,314.51,,
14386,3B9845051E,REAR WINDSCREEN,314.51,,
14387,028131501L,EGR VALVE,314.53,,
14388,1KM959455B,ELECTR FAN,314.70,,
14389,3Q0959435N,CONTR.UNIT,315.43,,
14390,1K0820741BA,COOLANTPIP,315.95,,
14391,3B5807311A,"MOUNTING BRACKET, BUMPER",316.48,,
14392,7902891,"COLLECTOR END SHIELD BUSH, STARTER",316.96,,
14393,6RG253609D,SILENCER,316.98,,
14394,03F145749B,COOLER,317.32,,
14395,1K0711050Q,HOUSING,317.44,,
14396,5C6809223A,PILLAR B,317.72,,
14397,5N0906129B,FUEL PUMP,317.98,,
14398,06H115105DF,OIL PUMP,318.46,,
14399,6R4809835,SECTION,318.63,,
14400,6R4809836,SECTION,318.63,,
14401,3C0145805R,"INTERCOOLER, CHARGER",318.66,,
14402,7L6807061AB9B9,SPOILER,318.80,,
14403,028141034MX,CLUTCH DISC,319.19,,
14404,036133062N,THROTTLE BODY,319.22,,
14405,3C1857705PRAA,SEAT BELT,319.97,,
14406,3C1857705PSOX,SEAT BELT,319.97,,
14407,3C1857706RRAA,SEAT BELT,319.97,,
14408,3C1857706RSOX,SEAT BELT,319.97,,
14409,5C6845051QNVB,GLASS,320.03,,
14410,06A133203EM,MANIFOLD,320.06,,
14411,02E315105B,OIL PUMP,320.66,,
14412,5C6807421HGRU,COVER,320.77,,
14413,021117021B,"OIL COOLER, ENGINE OIL",321.58,,
14414,6X0820721L,"HIGH PRESSURE LINE, AIR CONDITIONING",321.87,,
14415,6X0820721M,"HIGH-/LOW PRESSURE LINE, AIR CONDITIONING",321.87,,
14416,027105271P,FLYWHEEL,321.90,,
14417,3C2857017C,MEMBER,322.06,,
14418,1Z5809605D,LAURA SUB-PART QUATER PANNEL LH,322.80,,
14419,1H0885406ASEDN,SEAT COVER,322.97,,
14420,030198140X,CLUTCH KIT,323.21,,
14421,030198141AX,CLUTCH KIT,323.21,,
14422,030253031M,"MANIFOLD, EXHAUST SYSTEM",323.35,,
14423,030253031H,"MANIFOLD, EXHAUST SYSTEM",323.35,,
14424,4003226,BALL JOINT,323.55,,
14425,022906262AD,LAMBDA SENSOR,323.69,,
14426,6C0807217AAGRU,COVER,323.78,,
14427,5C0937819K,PLATE,324.49,,
14428,1K5845011CC,WINDSHIELD,324.69,,
14429,5C0820411F,CONDENSER,324.86,,
14430,036109101AC,CAMSHAFT,324.97,,
14431,032253031H,"MANIFOLD, EXHAUST SYSTEM",325.21,,
14432,1K0820411AH,REFR.COND.,325.44,,
14433,028141035EX,CLUTCH DISC,326.38,,
14434,3C0857521G,MIRROR,326.66,,
14435,02M911024X,STARTER,326.94,,
14436,02J311241D,SYNCHRONIZING HUB WITH LOCKING COLLAR,326.97,,
14437,02T311251Q,CHANGE GEAR,327.11,,
14438,025129613B,AIR FILTER,327.11,,
14439,6R0823031D,HOOD,327.14,,
14440,02J311241F,SYNCHRONIZING HUB WITH LOCKING COLLAR,327.53,,
14441,5K0825902A,PLATE,327.53,,
14442,028130202J,INJECTOR,327.65,,
14443,3B7201129G,FILLER,327.70,,
14444,028141035M,CLUTCH DISC,327.90,,
14445,5C0820411G,CONDENSER,328.00,,
14446,032107065L,PISTON,329.30,,
14447,7L6857511B9B9,MIRROR,329.36,,
14448,3AB857507K9B9,HOUSING,329.56,,
14449,028145101F,"VACUUM PUMP, BRAKE SYSTEM",330.58,,
14450,02E315105A,OIL PUMP,330.91,,
14451,02J311103G,DRIVE SHAFT,331.02,,
14452,3C0121253AL,"RADIATOR, ENGINE COOLING",331.02,,
14453,025251147D,EXHAUST PIPE,331.17,,
14454,027198012K,"GASKET SET, CYLINDER HEAD",331.44,,
14455,33107081,PISTON,331.56,,
14456,311807,CATALYTIC CONVERTER,331.68,,
14457,04C133062D,CONTR.UNIT,331.72,,
14458,03F107065F,PISTON,331.86,,
14459,02T498081B,1 SET: DIFFERENTIAL PINIONS,332.24,,
14460,3AA919051L,FUEL UNIT,333.13,,
14461,023906461X,AIR MASS SENSOR,333.64,,
14462,G052514A2,CLEANER,333.67,,
14463,03L129711AN,MANIFOLD,333.73,,
14464,3C0498103M,CONSTANT VELOCITY JOINT WITHBOOT,333.92,,
14465,6RF614117CBEF,ABS UNIT W,333.98,,
14466,022141015S,CLUTCH KIT,334.07,,
14467,3C0959752BGZQG,TRANSMITTE,334.30,,
14468,6RU803205,FLOOR PAN,335.16,,
14469,3C0253209C,FRONT SILENCER,335.19,,
14470,3C0253209E,FRONT SILENCER,335.19,,
14471,3C0253209H,FRONT SILENCER,335.19,,
14472,1K0857511E9B9,MIRROR,335.40,,
14473,001409061A,"OIL COOLER, AUTOMATIC TRANSMISSION",335.64,,
14474,06H107065DL,PISTON,335.84,,
14475,3C0919050AA,FUEL UNIT,336.32,,
14476,3C0919050AC,FUEL UNIT,336.32,,
14477,3AA919050H,FUEL UNIT,336.32,,
14478,3AA919050L,DELIVERY,336.32,,
14479,02T409111P,OUTPUT GEAR WITH BALANCER HOUSING,336.72,,
14480,5C6809223,PILLAR B,336.80,,
14481,5C6809224,PILLAR B,336.80,,
14482,3D2713141A7B4,KNOB,337.14,,
14483,02T911023E,STARTER,337.17,,
14484,5C6845011NVB,WINDSHIELD,337.20,,
14485,5C6845011BDNVB,WINDSHIELD,337.20,,
14486,3C0820743BF,COOLANTPIP,337.48,,
14487,3C0820741AM,COOLANTPIP,337.48,,
14488,6X0820721B,"HIGH PRESSURE LINE, AIR CONDITIONING",337.48,,
14489,3C0498099X,SPIN,337.56,,
14490,1K0145803CA,COOLER,338.01,,
14491,1Z5827023E,LAURA LID,338.26,,
14492,5E0919719AWHS,SWITCH,338.63,,
14493,33107065,PISTON,339.05,,
14494,027198141BX,CLUTCH KIT,339.23,,
14495,6C041909181U,STEERWHEEL,340.43,,
14496,6RG061BPOKIT,POLO- B&W BLACK KIT,340.75,,
14497,6RG061WPOKIT,POLO-B&W WHITE KIT,340.75,,
14498,6RU601025AKKIT,ESTRADA - ALLOY WHEEL KIT,340.75,,
14499,6RU601025AT8Z8,ESTRADA - ALLOY WHEEL,340.75,,
14500,6RU601025AK8Z8,ESTRADA - ALLOY WHEEL,340.75,,
14501,6RU601025ATKIT,ESTRADA - ALLOY WHEEL KIT,340.75,,
14502,5NA845051AGNVB,GLASS,340.92,,
14503,32133031,"IDLE CONTROL VALVE, AIR SUPPLY",341.33,,
14504,02G409345,DRIVE SHAFT,341.71,,
14505,02G409356C,DRIVE SHAFT,341.71,,
