S. No.,Part No.,Description,USD Price,
1950,FA0052200,ASHOK LEYLAND BALL JOINT LOWER (Greasable),11.52,
1951,FA0000200,TML 2515 / 4018- REAR,9.10,
1952,FA0054600,SPRING BUSH MAHINDRA-BOLERO/MARSHAL/ARMADA/UTILITY/MAX,1.44,
1953,FA0054700,MAHINDRA BOLERO FRONT SUSPENSION BUSH KIT ---- (16 PCS.),14.92,
1954,FA0000300,TML 1312 / 1613 / 1612 / 1613 Turbo- REAR(RH)- EURO,11.46,
1955,FA0054800,MAHINDRA BOLERO STABILIZER LINK KIT----- (14 PCS.),1.94,
1956,FA0000400,TML 2515 / 4018- FRONT (M16),9.34,
1957,FA0054900,UPPER ARM BUSH,6.67,
1958,FA0000500,TML 1312 / 1613 / 1615 / 1613 Turbo- FRONT(M14),8.73,
1959,FA0000600,AL REAR / AMW REAR (SET OF 2),8.56,
1960,FA0000700,AL - FRONT (SET OF 2),4.69,
1961,FA0026100,TML 407 / 709 - REAR ( GB MOUNTING),3.27,
1962,FA0026200,TML 608 / 709 - FRONT(LH),6.28,
1963,FA0026300,TML 407 - FRONT(RH),6.29,
1964,FA0026400,TML 608 / 709 - FRONT(RH),6.28,
1965,FA0026500,TML 407 - FRONT(LH),6.31,
1966,FA0027900,TML 1210 - FRONT,10.35,
1967,FA0028000,TML 1210 - REAR,11.11,
1968,FA0031000,TATA ACE( N/M ) / MAGIC - FRONT,4.97,
1969,FA0031100,TATA ACE (O/M)- FRONT,4.97,
1970,FA0031200,TATA ACE(N/M) / MAGIC - REAR,8.37,
1971,FA0031300,TATA ACE (O/M)- REAR,9.34,
1972,FA0032700,EICHER CANTER (N/M)- HEAVY DUTY,4.61,
1973,FA0033100,AMW -FRONT,5.62,
1974,FA0033900,AL REAR / AMW REAR (SINGLE PC ),3.93,
1975,FA0034000,AL - FRONT (SINGLE PC),1.96,
1976,FA0035600,TML 407 TURBO / LPT 709 / SPACIO / 207 DI (LH),6.37,
1977,FA0035700,TML 407 TURBO / LPT 709 / SPACIO / 207 DI (RH),5.77,
1978,FA0035800,TATA IRIS / MAGIC / ZIP - D,8.85,
1979,FA0035900,TATA IRIS / MAGIC / ZIP - C,8.49,
1980,FA0036000,TATA IRIS / MAGIC / ZIP - A,4.49,
1981,FA0036100,TATA IRIS / MAGIC / ZIP - B,11.40,
1982,FA0038000,M&M -ARMADA /BOLERO/MARSHAL-FRONT,6.06,
1983,FA0038100,M&M- MARSHAL / MAX -REAR,5.32,
1984,FA0038200,M&M- MARSHAL / MAX -REAR (N/M),5.32,
1985,FA0042600,AL DOST - REAR,6.06,
1986,FA0042700,AL DOST - FRONT,4.37,
1987,FA0042800,TML 1312 / 1613 / 1612 / 1613 Turbo- REAR(LH)- O/M,10.81,
1988,FA0042900,TML 1312 / 1613 / 1612 / 1613 Turbo- REAR(RH)- O/M,10.81,
1989,FA0045600,M & M MAXIMO -FRONT,4.24,
1990,FA0047000,AL - REAR - Double Flange,6.17,
1991,FA0049600,TML 1109 - REAR (N/M),8.45,
1992,FA0049700,TML 1109 - FRONT (N/M),7.20,
1993,FA0054200,M & M BOLERO -REAR,5.79,
1994,FA0019300,145 x 120x15- Metal OD-Single Lip-Extra Inner Shell- TATA 1312 / 1612- REAR,1.22,
1995,FA0019400,130 x 105 x 13- Metal OD- Single Lip-Extra Inner Shell- TATA 1312/1612TC/2416/2515/2516/2518/4018/1510/1512 - FRONT HUB,1.16,
1996,FA0019500,90 x 70 x 7-Metal OD-Double Lip-Extra Inner Shell-TATA 407 - REAR HUB - OUTER,0.73,
1997,FA0019600,95 x75 x 13- Metal OD-Double Lip-Extra Inner ShellTATA 407 - REAR HUB INNER,0.97,
1998,FA0019700,100 x 75 x 10- Metal OD-Double Lip-TATA 407 (N/M)/608/709/909 - FRONT HUB,0.91,
1999,FA0019800,125 x 95 x13- Metal OD-Single Lip-Inner Shell-TATA 608/709/909/1210- REAR WHEEL SEAL - OUTER,1.15,
2000,FA0019900,125 x 95 x12- Metal OD-Double Lip-Extra Inner Shell-TATA 608/709/909 - REAR WHEEL SEAL- INNER,1.09,
2001,FA0020000,160 x 135 x 13-Metal OD- Single Lip-TATA 1210 - REAR WHEEL SEAL - INNER,1.52,
2002,FA0020100,170 X135 X 15- Rubber OD- Double Lip-Extra Inner Shell- TATA 2515/2516/2518/4018 - REAR HUB - INNER,1.60,
2003,FA0020200,150 x 125 X12 -Rubber OD-Single Lip-Extra Inner Shell - TATA 2515/2516/2518/4018 - REAR HUB - OUTER,1.06,
2004,FA0020300,130 x 95 x13- Metal OD- Simple Lip-Extra Inner Shell-TATA 1210 - FRONT WHEEL SEAL - INNER,1.15,
2005,FA0020400,80 x 58 x 8- Metal OD-Double Lip-TATA 407 (O/M) - FRONT HUB,0.63,
2006,FA0025600,183 x159 x16- Hub Oil seal - Rubber OD-Front Wheel Seal Tusker,1.88,
2007,FA0025700,140 x125x 10 - Hub Oil seal - Rubber OD-Front Wheel FA 90,1.27,
2008,FA0025800,162 x130 x 14- Hub Oil seal - Rubber OD-Rear Wheel Seal Inner- Leyland 370,0.97,
2009,FA0027700,170 X135 X 15- METAL OD- Double Lip-Extra Inner Shell- TATA 2515/2516/2518/4018 - REAR HUB - INNER,1.60,
2010,FA0027800,150 x 125 X12 -METAL OD-Single Lip-Extra Inner Shell - TATA 2515/2516/2518/4018 - REAR HUB -OUTER,1.33,
2011,FA0033500,62x42x12- Tata Ace - Rear Wheel Outer,0.73,
2012,FA0033600,65x48x10- Tata Ace - Rear Wheel Inner,0.79,
2013,FA0033700,61x48x10- Tata Ace - Front Wheel,0.67,
2014,FA0040000,BOLERO HUB SEAL - ( 76.2 x 53.98 x 7.92 ),0.79,
2015,FA0043300,FRONT HUB SEAL MRC IRIS-ZIP,0.63,
2016,FA0043500,FRONT WHEEL SEAL ACE SUPER EX,0.70,
2017,FA0043800,REAR HUB SEAL IRIS-ZIP,0.63,
2018,FA0043900,REAR HUB SEAL TATA-1210-1109 - 140 x 110 x 13,1.46,
2019,LF1636500,LF for M&M Maxximo,2.64,
2020,FA0044100,REAR INNER SEAL ACE SUPER,0.68,
2021,FA0044200,REAR OUTER WHEEL SEAL LEYLAND DOST,0.64,
2022,FA0044300,FRONT WHEEL SEAL LEYLAND DOST,0.91,
2023,FA0044400,REAR INNER WHEEL SEAL LEYLAND DOST,0.97,
2024,FA0044800,REAR OUTER SEAL LEYLAND - 370 - 130 x 89 x 13,1.19,
2025,FA0044900,REAR OUTER SEAL ACE SUPER,0.67,
2026,FA0045700,TATA 1613 HUB SEAL KIT,8.73,
2027,FA0045900,HUB SEAL KIT FOR TATA 407 VECHILES,5.76,
2028,FA0046200,Rear Hub Seal Mahindra Max Pick Up - INNER,0.85,
2029,FA0046300,Rear Hub Seal Mahindra Max Pick Up - OUTER,0.97,
2030,FA0048900,Hub Seal Kit - 1109 vehicles,6.79,
2031,FA0049000,Hub Seal Kit - 1612 vehicles,6.37,
2032,FA0054000,EICHER 10.90 HUB SEAL - FRONT,0.91,
2033,FA0054100,EICHER 10.90 HUB SEAL - REAR OUTER,0.81,
2034,FA0055400,Tappet Cover Gasket- 6 BT Engine with Isolater Noise,5.76,
2035,FA0010400,TATA HCV - FRONT WHEEL - PLAIN- ONLY  BOLT- M 22 x 2.5 x 86.5 mm,1.03,
2036,FA0010500,TATA HCV - REAR WHEEL - PLAIN - ASSEMBLY (BOLT + NUT )- M 22 x 2.5 x 98 mm,2.00,
2037,FA0010600,AL HCV - REAR WHEEL-  KNURLED - ONLY BOLT - M 22 x 2.5 x 98 mm,1.21,
2038,FA0010700,AL HCV - FRONT WHEEL- KNURLED- ONLY BOLT - M 22 x 2.5 x 83 mm,1.09,
2039,FA0010800,TATA HCV - NUT - FRONT & REAR- 32 F,0.79,
2040,FA0010900,AL HCV - NUT - FRONT & REAR- 33 F,0.82,
2041,FA0011000,TATA HCV - FRONT WHEEL- PLAIN - ASSEMBLY ( BOLT + NUT ) - M 22 x 2.5 x 86.5 mm,1.82,
2042,FA0011100,TATA HCV - FRONT WHEEL -KNURLED - ONLY  BOLT- M 22 x 2.5 x 86.5 mm,0.97,
2043,FA0011200,TATA HCV - REAR WHEEL -PLAIN- ONLY BOLT- M 22 x 2.5 x 98 mm,1.15,
2044,FA0011300,Wheel Bolts- AL HCV - REAR WHEEL( KNURLED BOLT)- M 22 x 2.5 x 100 mm,1.30,
2045,FA0011400,AL HCV - REAR WHEEL - KNURLED - ASSEMBLY ( BOLT + NUT )- M 22 x 2.5 x 98 mm,2.04,
2046,FA0011500,AL HCV - FRONT WHEEL - KNURLED - ASSEMBLY ( BOLT + NUT)- M 22 x 2.5 x 83 mm,1.93,
2047,FA0028100,TATA HCV - REAR WHEEL - KNURLED-  ASSEMBLY ( BOLT + NUT)- 22 x 2.5 x 110 mm,1.92,
2048,FA0028300,TATA HCV - FRONT WHEEL - KNURLED - ASSEMBLY ( BOLT + NUT)- 22 x 2.5 x 85.6 mm,1.76,
2049,FA0028400,TATA HCV - REAR WHEEL - KNURLED - ASSEMBLY ( BOLT + NUT )22 x 2.5 x 120 mm,2.00,
2050,FA0028500,TATA HCV- REAR WHEEL - KNURLED - ONLY BOLT - M 22 x 2.5x 100 mm,0.97,
2051,FA0028600,TATA HCV - REAR WHEEL - KNURLED - ASSEMBLY ( BOLT + NUT )- M 22 x 2.5x 100 mm,1.88,
2052,FA0029200,TATA HCV- REAR WHEEL - KNURLED - ASSEMBLY ( BOLT + NUT )- M 22 x 2.5 x 125 mm,2.06,
2053,FA0015000,Tie Rod End- Tata 407- RH,4.24,
2054,FA0015100,Tie Rod End- Tata 407- LH,4.24,
2055,FA0015500,Tie Rod End- Tata 608- RH,5.15,
2056,FA0015600,Tie Rod End- Tata 608- LH,5.15,
2057,FA0015800,Tie Rod End- All Vechiles above 1109- Adjustable-RH,7.58,
2058,FA0015900,Tie Rod End- All Vechiles above 1109- Adjustable-LH,7.58,
2059,FA0016200,Tie Rod End- Tata 709- RH,5.15,
2060,FA0016300,Tie Rod End- Tata 709- LH,5.15,
2061,FA0045500,HUB SEAL KIT FOR TATA 2515 / 2516 / 2518 / 4018. - HALF KIT,9.95,
2062,FA0000900,Vehicles above 180 HP,7.33,
2063,FT1013400,AOS for ACIL XRV 1200 and XRH 1100,248.63,
2064,LF1400000NN,LF for Cummins QSK 19/QSM 11/M11 ENGINE,72.77,
2065,FT1013500,AOS for Atlas Copco GA132GA160GA200,406.30,
2066,FS2002000,FWS-Imported,26.99,
2067,FS0109800,FWS for Cummins ISL 8.9 Euro 6 Engine,128.64,
2068,FF0026600,FF for Cummins ISB6.7 Euro 6 Engine,50.28,
2069,AA9013900,Kit of AF26557 and AF26558,109.38,
2070,AA0295900,Kit of AF26431 and AF26432,134.39,
2071,FS1966300,FWS FOR CUMMINS GENSET APPLICATION OF QSK19/ QSK-16/ QSX15-G16 Engine,54.42,
2072,871010200,Head of Tata 697 Engine (for FS19644/FS19660),15.75,
2073,871016100,Head of Tata 497 Engine (for FS19644/FS19660),12.60,
2074,FT1013600,AOS for ACIL GA200 GA315,565.18,
2075,FF0555100,FF for ISBe 5.9  BS IV Engine,38.82,
2076,AF0419900,AIR FILTER SECONDERY,97.98,
2077,AF0420600,AIR FILTER PRIMARY,196.91,
2078,FS3623100,WATER SEPERATOR,49.82,
2079,FF0501800,FF for Cummins 6 BT 5.9 C Engine,2.67,
2080,FF0507400,FF for Cummins 6 CT 8.3/6BTAA/6 BT 5.9 Engine,2.67,
2081,501137000,HF for BEML BD355 Dozer - Transmission cum steering filter,60.52,
2082,FT1013700,AOS for Elgi E160 Compressors,369.91,
2083,HF2893700,HYDRAULIC FILTER- CARTRIDGE,52.66,
2084,AF2555400,AIR FILTER ELEMENT,18.90,
2085,FT1013800,AOS for Atlas Copco GA30+GA37+GA45+,124.92,
2086,FT1013900,AOS for Atlas Copco GA55+GA90,181.92,
2087,FS2011700,FS-ISBe 5.9 BS IV,46.89,
2088,FF0578200NN,Fuel Filter for Cummins QSK MCRS Engine (FF5782),167.51,
2089,501409400,FS-Tata 697 BS IV W/o DV,23.64,
2090,FS1966500,FS-Tata 697 BS IV With DV,42.95,
2091,FA0041900,HUB SEAL KIT FOR TATA-2515/2516/2518/4018,14.55,
2092,FA0031600,HUB SEAL KIT TATA-2515 - METAL OD,3.52,
2093,FA0031500,HUB SEAL KIT TATA-2515 - RUBBER OD,3.34,
2094,FF0010500,FF- Cummins KTA19CNH250 Engine-Indigenized,15.45,
2095,501042900,HF Spin-on for ACIL Compressor,163.37,
2096,501043100,HF Spin-on for ACIL:GAE22,74.41,
2097,FH2150400,FS-Assembly with Head for 5.9 IEBe BS IV Engine,145.81,
2098,502213600,Air Filter for TAFE AND MASSEY FERGUSSON Tractors,4.24,
2099,501452900,FWS Shell & Cartridge Asy of Umbrella ISBe 5.9 BSIV,86.37,
2100,FS1967300,FS-TATA Super Ace Mint / Mega / AL Partner / AL MiTr Bus / Tempo Traveller,13.34,
2101,FF0220300,FF-QST 30 Engine (Indigenized),50.91,
2102,501453800,AF-FML Kargo King 4X4 BS IV/ Trax MUV TD 2650 BS IV/Trax refresh TD 2650,10.79,
2103,502349300,FS1003 with Head Assembly,79.85,
2104,501251000,HF for HM 2021 Pay loader (HF6190-Equivalent),9.10,
2105,501329400,HF for Case Compactor Model No. 752 1107,44.87,
2106,502402600,FS-Head for 6B BS III & IV Cummins Engine (FS19662),6.10,
2107,LF1640700,LF-Spin on AL H2 Engine for 15kVA Genset,4.72,
2108,AF0197800,AF for Atlas Copco GA 15 FF,21.82,
2109,HF0632600,HF for Molding Machine,58.05,
2110,FT1012200,AOS for Atlas Copco GA45 (after 2012),115.22,
2111,HF0637600,Hydraulic Filter Cartridge,49.02,
2112,HF0631300,Hydraulic Strainer,222.92,
2113,501215500,HF (Steering Filter) for New Tata Vehicles.,3.40,
2114,AH0885200,Air Cleaner Assembly-AL U-Truck,114.31,
2115,HF3000800,Hydraulic Filter,46.66,
2116,502456000,Rainhood of K19-500Kva/K38 G5 1000Kva Gensets for AM,36.26,
2117,502450800,Coolant kit-2L Concentrate+ 1L Radiwash for MUV/Car/Jeep Segment,11.52,
2118,502450900,Coolant kit-3L Concentrate+1.5L Radiwash for LCV Segment,17.59,
2119,502451000,Coolant kit-5L Concentrate+2.5L Radiwash for HCV Segment,27.29,
2120,502462200,Pipe Assy for AIS 8261117-3123 BS III,18.07,
2121,FA0056400,DEF-20 L,13.04,
2122,502476100,AF-Everest AF700 Blower,19.53,
2123,FA0056800,DEF-210 L,121.40,
2124,502500400,AF-Everest AF100 Blower,6.49,
2125,FT1014600,AOS for Elgi 1200/325 and 1200/350 (B006700770006),394.17,
2126,502534000,AF-Everest AF200 Blower (5008348),6.67,
2127,FA0056900,Multi-Purpose Grease-0.5Kg,2.16,
2128,FA0057000,Multi-Purpose Grease-1Kg,4.24,
2129,FA0057100,Multi-Purpose Grease-2Kg,8.43,
2130,FA0057200,Multi-Purpose Grease-3Kg,12.55,
2131,FA0057300,Multi-Purpose Grease-5Kg,20.50,
2132,FA0058000,Gear Oil-85W140-1L,3.21,
2133,FA0058100,Gear Oil-85W140-5L,15.34,
2134,FA0058200,Gear Oil-80W90-1L,2.97,
2135,FA0058300,Gear Oil-80W90-5L,14.49,
2136,FA0058400,Gear Oil-EP90-1L,2.97,
2137,FA0058800,Gear Oil-TQ-1L,3.03,
2138,502398500,AF for ACIL GA110 screw compressor,70.95,
2139,502398700,AF for Kaeser Air Tower 19,10.55,
2140,502399000,AF for Kaesar BSD 72 screw compressor,109.03,
2141,502399200,AF for Kaeser SK 24,33.35,
2142,502399300,AF for Kaeser ASK 27T,36.02,
2143,502399400,AF for CP-CPM7.5TM,5.58,
2144,502399500,AF for Kaeser SM 12,34.81,
2145,502376800,LF for Kaesar BSD72,68.89,
2146,502376900,LF for ACIL GA18VSD screw compressor,52.64,
2147,501043000,LF for ACIL GA15 VSD,40.02,
2148,502425100,Hydraulic Suction Strainer for Tata Hitachi Ex200,12.01,
2149,AF2512800,AF for Atlas Copco GA55VSD,163.42,
2150,LF1609100,LF for Tata Ultra Bus BS IV,13.06,
2151,FS1960800,FS for Cummins B4.5T Engine-Indigenized,33.41,
2152,LF0334500,LF for Cummins BTA 3.9 Engine-Indigenized,3.40,
2153,LF1750200,LF for Volvo excavator D16J Engine,7.88,
2154,LF1750300,LF for Volvo Excavator D11H Engine,8.25,
2155,LF1750500,LF for Volvo Excavator D6A Engine,8.00,
2156,502398800,AF for Kaeser SX 6,15.22,
2157,502398600,AF for ACIL GA75XAS 146 screw compressor,52.64,
2158,502398900,AF for ACIL GX 2GX 3 screw compressor,15.52,
2159,502399100,AF for ACIL GA55 screw compressor,45.48,
2160,502400400,AF for IR SSR UP5-30 KW,98.00,
2161,502377100,LF for Kaesar screw compressor,70.34,
2162,502377200,LF for Kaesar ASD40 screw compressor,57.00,
2163,502400500,AF for Kaesar SM15,125.53,
2164,502453400,AF for ACIL for GA200,67.92,
2165,FA0061700,Gear Oil-EP90-20L,55.30,
2166,FA0062600,Gear Oil-85W140-12L,35.11,
2167,FA0061200,Gear Oil-80W90-7L,19.95,
2168,FA0058500,Gear Oil-EP90-5L,14.68,
2169,FA0058600,Gear Oil-EP140-1L,2.97,
2170,FA0058700,Gear Oil-EP140-5L,14.68,
2171,FA0057400,Multi-Purpose Grease-7Kg,27.87,
2172,FA0059900,Multi-Purpose Grease-18Kg,65.37,
2173,FA0060000,Multi-Purpose Grease-180Kg,617.33,
2174,FA0057500,Red Gel Grease-1Kg,5.15,
2175,FA0057600,Red Gel Grease-2Kg,10.19,
2176,FA0057700,Red Gel Grease-3kg,15.10,
2177,FA0057800,Red Gel Grease-5Kg,24.86,
2178,FA0057900,Red Gel Grease-7Kg,34.38,
2179,FA0062400,Multi-Purpose Grease-200gm,0.90,
2180,FA0060100,Red Gel Grease-500g,2.67,
2181,502614100,Air Cleaner Assy for Hyudai 220,102.48,
2182,FT1014800,AOS for IR ML-132 (54509427),315.33,
2183,FT1014700,AOS for Elgi EG75 (B006700770027),291.08,
2184,FA0011700, Isolater Noise,0.91,
2185,FA0062300,HUB GREASING KIT TATA-709/909 TURBO,6.79,
2186,FA0553400,Fuel Filter 1.1 Ltr. Coil Type (FF5534),1.87,
2187,FA0553300,Fuel Filter 0.5 Ltr. Coil Type (FF5533),1.55,
2188,FA0553500,FUEL FILTER (FF5535),1.95,
2189,FA0062700,6201-2RS,0.93,
2190,FA0062800,6305-2RS,2.57,
2191,FA0062900,6205-2RS,2.62,
2192,FA0063000,6205-ZZ,2.28,
2193,FA0063100,6206-ZZ,2.51,
2194,FA0063200,6204-ZZ,1.67,
2195,FA0063300,6304-2RS,2.00,
2196,FA0063500,6301-2RS,1.03,
2197,FA0063400,6202-ZZ,0.91,
2198,FA0063600,6004-2RS,1.63,
2199,FA0063700,6207-ZZ,3.12,
2200,FA0063800,6203-ZZ,1.07,
2201,FA0063900,6302-2RS,1.76,
2202,502665100,AF for Everest AF1000 Blower,44.87,
2203,502665200,AF for Everest AF300 Blower,14.55,
2204,502667500,Pre-cleaner Plastic for Tata Vehicle with 140 DIA,15.28,
2205,AF2791700,AF for Volvo EC480 Excavator,17.88,
2206,FA0064800,Engine Oil-15W40-CI 4+(15L),54.30,
2207,FH2391000,Imported-Industrial Pro Unit,8543.66,
2208,502634500,JCB Transmission Filter 581/18063 for Backhoe Loader / Excavator,6.37,
2209,502698800,Pre-cleaner Plastic for Ashok Leyland Lynx Bus B4,32.75,
2210,871012400,FS-Head for FS19664,24.11,
2211,FT1015100,AOS for SCR Compressor (Chinese Compressor),254.69,
2212,820006800,Air Filter Set - AF4669 + AF4670,25.11,
2213,FA0060300,Red Gel Grease-125K-180Kg/L,779.24,
2214,FA0061900,M & M Bolero - STD -Rear,7.14,
2215,FA0062000,TATA 909 - Marco polo - STD,15.65,
2216,502678900,AF (S) for Bharat Benz-4843K Tipper BS IV,23.65,
2217,502679000,AF (P) for Bharat Benz-Thunder Bolt BS IV,48.63,
2218,502679100,AF (S) for Bharat Benz Thunder Bolt BS IV,22.68,
2219,502678800,AF (P) for Bharat Benz-4843K Tipper BS IV,49.73,
2220,502677300,FS for Simpson 7.5-15 kVA CPCB-II Genset,11.52,
2221,502622200,AF Kit for Ashok Leyland Stag BS III (AF26069+AF26070),21.73,
2222,FT1012300,AOS for ACIL GA30+,90.96,
2223,FT1015200,AOS for SCR Compressor,38.81,
2224,502718500,LF for Bharat Benz-MDT- (9-15 Tons),6.44,
2225,FA0062100,Tata ACE (For KBX Type),7.88,
2226,FA0062200,Tata ACE (For Brakes India Type),8.49,
2227,LF1608800,LF for Tata 1518 BS IV,17.26,
2228,FA0067300,MAHINDRA BOLERO - Rear - 1st O/S,7.20,
2229,FA0066800,ASHOK LEYLAND- 6- FRONT - HLP - STD,20.25,
2230,FA0066900,ASHOK LEYLAND- 7- REAR - HLP -  STD,21.71,
2231,FS2000700,FS for Caterpillar P5J1 UP,101.88,
2232,FS2000900,FS for Caterpillar BDM1,48.51,
2233,AF2611400,Air Filter Safety - Magnum RS for CASE,47.91,
2234,AF5501400,AF for Cummins QSX&QSB Engines,206.71,
2235,AF5530800,AF for Cummins QSB6.7T4 Engines,175.56,
2236,LF1755600,Lube Filter for J.C.B. 32004133,31.53,
2237,AA0296000,Air Filter Kit (AF26433 and AF26434),254.69,
2238,ST0165900,HF for Cummins QSB4.5/6.7 Engine,90.96,
2239,FS2005100,FS for CAT 55K1-UP,63.07,
2240,502796700,FS for VECV E494 BS IV Vehicles,42.41,
2241,502735000,HF for Komatsu Dump Truck  HD465-7 Transmission,8.49,
2242,502774700,FILTER ELEMENT 20111027 (RA-015-B-125-X),9.10,
2243,502774600,FILTER ELEMENT 20111114 - Hydac 0280D020 BN4HC Filter - 20 Microns,84.90,
2244,502785900,Kit Air Intake system for concrete mixer HA494,152.56,
2245,502839900,AF for Glutton urban electric vacuum cleaner - Model 2211,109.15,
2246,502732300,AF (P) for Godrej 3T Forklift with Simpson S433 BSIII engine,11.52,
2247,AF0425200,AF (S) for Godrej 3T Forklift with Simpson S433 BSIII engine,5.46,
2248,502866400,AF for FML-SUV BS IV (B008560940104),10.92,
2249,502876800,Rainhood for 497 BS IV Vehicle,8.49,
2250,FT1015400,AOS for BAT 30 (BAT 30 AZ),78.83,
2251,FT1015500,AOS for ACIL GA30 (After 1994 Model)(2901021300),87.32,
2252,502896600,Cover Top Assy for AH19142 (1200 Series Shorter Version),14.55,
2253,502910000,1100 Series Top Cap with Clamp Ultra Truck 497 BS IV,14.55,
2254,502880400,LF for 1518 LPT 5 Ltr Engine,17.59,
2255,FS3624700,FS for Cummins ISLE Engine,112.79,
2256,502864900,FILTER KIT-11.10 PRO (FS19644LF16341LF16069),20.62,
2257,500379500,Eicher E2 Plus Air Filter (P),19.15,
2258,500379600,Eicher E2 plus Air Filter (S),4.83,
2259,500519400,AF Set for TATA 2518,48.79,
2260,501037700,Eicher E2 Plus Air Filter Set (P+S) (5003795+5003796),22.18,
2261,501696600,Air Cleaner Asly-Tata Ace ZIP/Tata Magic IRIS-400 Series Flexi Air,18.74,
2262,502621900,AF kit for AL Boss Vehicle (1100 Series) (AF26483 + AF25963),41.11,
2263,502622000,AF kit for AL Guru Vehicle (1000 Series) (AF26481+AF26121),36.75,
2264,826131000,Air Intake Syatem-Tata Ace ZIP/Tata Magic IRIS,39.78,
2265,833009100,Snorket - Tata Ace,8.91,
2266,AF2514500,AF (P) for M&M Arjun Tract 555 DI Swaraj Orchard Tract 724 NT/XM & Mahindra Powerol Genset (304062.5 KVA),7.16,
2267,AF2514600,AF (S)-Mahindra Arjun 555 DI Tractor / Mahindra Powerol Genset with 30 / 40 / 62.5 KVA,4.97,
2268,AF2515500,AF (S)-1200 Series Flexi-Air (Long)-QSB7 Cummins Genset,12.55,
2269,AF2515600,AF (P)-1200 Series Flexi-Air (Long)-QSB7 Cummins Genset,34.20,
2270,AF2596300,Air Filter - Safety 1100 Series,13.58,
2271,AF2609100,Air Filter-Tata Ace ZIP/Tata Magic IRIS,4.65,
2272,AF2609200,Air Filter - Leyland Dost Vehicle,7.88,
2273,AF2609500,AF (S)- 1200 series Flexi-air (Short),14.72,
2274,AF2609600,AF (P)- 1200 series Flexi-air (Short),39.19,
2275,AF2609700,Air Filter-Bolero/ Scorpio (6GLX),4.86,
2276,AF2609800,Air Filter -Tata Super ACE,8.91,
2277,AF2609900,AF for M&M Tract B275/475/575 DI Swaraj Tract 724 & 735 old model and Sonalika 740 old model,2.12,
2278,AF2612100,Air Filter (S) 1000 Series Optiair,10.75,
2279,AF2612500,Air Filter-Safety-1300 Series for AL-U TruckTML 2516/2518 & 3118 Tippers,16.42,
2280,AF2648100,Air Filter (P) for 1000 Series OPtiair,27.14,
2281,AF2648300,Air Filter - Primary 1100 Series,30.24,
2282,AF2648500,Air Filter-Primary-AL U-Truck,32.77,
2283,AF2660300,AF for M&M Maxximo Plus (Engine: 2 cylinders 26 HP 19.2 kW 3600 rpm 909 cc),4.37,
2284,AK1552800,Air Filter KIT - Mahindra Arjun 555DI / Mahindra Powerol Genset with 30 / 40 / 62.5 KVA (AF25145+AF25146),11.52,
2285,502932400,Fleetcool HD -  Longlife Concentrate - 0.5 Liter,2.06,
2286,AF2635100,AF (s) for Bobcat T110 and S100,44.87,
2287,502980500,LF- Escorts FARMTRAC 6060 / 6075 Tractor  and Escorts Jungli 4X4 Backhoe Loader,5.46,
2288,502979300,FS-Head of FH21504 for TC ISBe 5.9 BS IV Vehicles,68.71,
2289,FT1015600,AOS for Elgi compressor Model- E75-8 (B006700610004),224.37,
2290,LF1609600,LF for Ashok Leyland Dost BS VI Vehicle,3.64,
2291,503014500,HF for Combined Harvester CNH,21.77,
2292,LF1631600,LF for ISBe 5.6 BSVI Engine,28.08,
2293,LF1640500,LF for Cummins ISBe 6.7 engine ,16.74,
2294,502980400,LF-S on AL H2 engine for CPCB-II 30kVA Genset,11.06,
2295,503008200,LF-MHEPL Genset appl.powered by 9.3L CPCB-II engine,14.31,
2296,503008500,LF- Mahindra 705DI NEF Engine for Powerol,43.18,
2297,503071900,Complete EG 50:50 Premix 50L,163.14,
2298,503071400,Air Cleaner Assy for AL 3723 Haulage BSIV,97.64,
2299,FA0067500,Brake Pad for Scannia Bus,114.01,
2300,FS0127500V,FS-Cummins B-Series Engine (Small Hole),7.29,
2301,FS1964500V,FS for Cummins B-Series Engine (Small Hole),11.76,
2302,FF0555000,FF for LP1515 TC ISBe 5.9 BS IV Engine,46.75,
2303,503053000,FWS for E494 BS IV BIO diesel Engine,30.32,
2304,503052900,FS for LP 1515 for ISBe 5.9 BS IV Engine,42.44,
2305,503079000,AF for Tata Safari And Xenon,12.32,
2306,FH2361700M,Imported,576.09,
2307,FS3621000,FS for Weichai WP Series Engine & Genset,54.01,
2308,FA0067900,BR LNG SET OF 4 STD MO (12 HOLE) BRAKE LINER LPT2523 TC -BS4 371831184223,23.59,
2309,FA0067700,AL HLP BRAKE LINER-6 INCH 1st OVER SIZE,21.59,
2310,FA0067600,AL HLP BRAKE LINER-7 INCH 1ST OVER SIZE,23.10,
2311,FA0067800,Bolero -2 nd over Size Brake Liner,7.34,
2312,502797800,Steering Filter - Rane Steering Systems for Tata MUV/LCV,1.82,
2313,FT1015700,AOS for Elgi compressor Model -16S SR,254.69,
2314,503094400,AOS for TC ISBe 5.9 BS IV engine with SCR,14.34,
2315,503135300,Fuel Filter for BIO Diesel On E494 BS IV Engine,21.04,
2316,FA0056500,DEF-10L,6.97,
2317,503187200,AF Kit for TML ISBe Engine-Tata Prima LPT3128/3138 (AF26676+AF26339),75.87,
2318,FA0068400,Centre Bearing FA 493 with Bracket (6211-2RS),33.96,
